micrococcales_odb10	2020-03-06	89d6b73bc6ae7ee869bdaa47b4f7a37c
microsporidia_odb10	2020-08-05	d4494748201b68681be04251797e2a29
mollicutes_odb10	2020-03-06	da5b755e2e78520935d9497170dc722f
mollusca_odb10	2020-08-05	870b7d6ebc045f17b7701edd6c700283
mucorales_odb10	2020-08-05	b5d8ca40517c336e97bd203ceb0285be
mucoromycota_odb10	2020-08-05	c8daca800b3c3beaa90984d043123bba
mycoplasmatales_odb10	2020-03-06	efb525bcfca4cd466a54d23c313e8cb5
natrialbales_odb10	2020-03-06	793556090a0b8a61712c55c3cb7c509d
neisseriales_odb10	2020-03-06	d08261dc755c36dbcaadb7c0db2d11c5
nematoda_odb10	2020-08-05	837c874e300dacdaac1ea1c568f0a500
nitrosomonadales_odb10	2020-03-06	b3faf24a30603b005d9fdd1b38b7a1ed
nostocales_odb10	2020-03-06	9169e406cbaf8e1979fdaaf82d9376c8
oceanospirillales_odb10	2020-03-06	b86602828ec38ac083f6f021b3e2025f
onygenales_odb10	2020-08-05	5b737b0f6e4fdfd2c2bb8eef16312395
oscillatoriales_odb10	2020-03-06	163df0fd83c29541a1eba991897519cb
passeriformes_odb10	2020-08-05	638e4b70e2c15ee331778395c575b85c
pasteurellales_odb10	2020-03-06	2e2f9f28a78763a2ae4ae701d1de5f25
planctomycetes_odb10	2020-03-06	0118b81b7df79cb1403b67f8183df555
plasmodium_odb10	2020-08-05	c1b9af272f9d70cd87f2495ca02685f3
pleosporales_odb10	2020-08-05	24b74bee7aba5bb7162e14cba16b4ae8
poales_odb10	2020-08-05	f1370a401e061fbc481efc8d56a61299
polyporales_odb10	2020-08-05	a8d1e8649af6305a646fa9560b8303a7
primates_odb10	2020-08-05	a12719df696bef5d8ba8e1ae19c6a876
propionibacteriales_odb10	2020-03-06	abeabfab016e6dd8e174b8ff1f8cc3a6
proteobacteria_odb10	2020-03-06	6c775517b482fdc6b5a35da54ed78c40
pseudomonadales_odb10	2020-03-06	2e75cacc10577e9ada225656b1d69698
rhizobiales_odb10	2020-03-06	9d26dd132ea103cf12858572c1ccc30e
rhizobium-agrobacterium_group_odb10	2020-03-06	079b0f90df6ebcd4af5974e0f343751a
rhodobacterales_odb10	2020-03-06	28cf266bfeb3ea2767fb41f0f7f6e6ae
rhodospirillales_odb10	2020-03-06	15c0f83895891445119139d50e78a886
rickettsiales_odb10	2020-03-06	786ed0abd6b46310e3801b23d5cb9ba5
saccharomycetes_odb10	2020-08-05	9a6f694b70cb4371dafa07cbfefca21c
sauropsida_odb10	2020-09-10	fd75b152730c07ceda6d2a568c23626b
selenomonadales_odb10	2020-03-06	182874011e09a85e223afcd10042dbfa
solanales_odb10	2020-08-05	372f8c2be80b3caeaedb53269d828452
sordariomycetes_odb10	2020-08-05	7bb1a10b6e41280fa64c6662a63cee5e
